ClienteId;Sexo;DataNascimento
48742;1;23/05/2001
48743;1;26/10/1991
48744;2;30/06/1992
48745;1;11/07/1994
48746;2;27/05/1980
48747;1;27/09/1992
48748;1;08/04/1993
48749;1;03/04/1998
48750;1;20/03/1987
48751;1;27/08/2000
48752;2;15/05/1994
48753;1;22/07/1990
48754;1;05/07/1995
48755;1;12/06/1989
48756;1;22/08/1984
48757;2;14/08/1996
48758;2;08/10/1984
48759;2;17/12/1988
48760;2;20/04/1987
48761;2;02/11/1985
48762;2;15/02/1990
48763;1;03/10/2001
48764;1;15/01/1986
48765;1;07/10/1994
48766;2;06/12/1997
48767;2;12/05/1987
48768;1;01/10/1998
48769;2;12/03/1981
48770;2;17/01/1991
48771;2;22/08/1990
48772;1;25/01/1997
48773;2;14/09/1985
48774;2;09/08/1983
48775;1;01/05/1986
48776;1;12/03/1994
48777;2;23/07/1981
48778;2;12/05/1992
48779;1;11/02/1985
48780;1;14/10/1999
48781;1;06/09/1991
48782;2;04/03/2001
48783;2;03/09/1990
48784;1;09/12/1982
48785;1;28/10/1998
48786;1;25/03/1984
48787;1;01/04/1998
48788;2;23/06/1988
48789;2;31/08/1987
48790;2;08/09/2001
48791;2;19/03/1987
48792;2;16/03/1995
48793;2;17/02/1996
48794;1;17/01/1990
48795;2;06/10/1999
48796;2;10/12/1994
48797;1;25/11/1986
48798;1;16/08/1998
48799;2;24/02/1999
48800;1;08/10/1986
48801;2;09/11/1998
48802;2;27/09/1988
48803;2;02/02/1980
48804;1;25/09/1982
48805;2;22/09/1981
48806;2;06/06/1992
48807;1;10/02/1995
48808;1;06/01/1980
48809;2;07/10/2001
48810;1;04/08/1997
48811;2;30/01/1995
48812;2;26/03/1989
48813;1;02/07/1993
48814;2;10/12/2002
48815;2;04/07/1984
48816;1;04/05/1983
48817;2;31/03/1992
48818;2;30/07/1999
48819;1;23/06/1987
48820;1;06/03/1993
48821;1;26/09/1997
48822;1;11/11/1994
48823;1;29/06/1985
48824;1;13/11/1986
48825;1;15/04/1995
48826;2;31/05/1996
48827;2;18/02/1981
48828;2;26/01/1981
48829;2;15/05/1982
48830;2;14/11/1993
48831;2;18/07/1991
48832;2;29/12/1986
48833;2;06/11/1988
48834;2;13/08/1981
48835;2;19/05/1993
48836;2;06/03/1998
48837;1;02/01/1987
48838;1;28/02/2000
48839;1;23/03/1987
48840;2;31/12/1980
48841;2;20/05/1995
48842;1;01/10/1996
48843;1;11/07/1988
48844;2;11/06/1999
48845;2;29/05/1994
48846;1;17/12/1981
48847;1;05/02/2001
48848;1;21/07/1982
48849;2;05/09/1998
48850;2;16/12/1994
48851;1;28/12/1987
48852;1;04/05/2001
48853;2;21/09/1980
48854;2;04/03/1985
48855;1;14/11/1989
48856;2;20/01/1993
48857;2;17/04/1991
48858;2;04/04/1997
48859;2;16/11/1992
48860;1;18/11/1980
48861;2;22/08/1999
48862;2;03/08/1995
48863;1;21/06/2000
48864;2;09/02/1988
48865;2;20/06/1987
48866;2;09/05/2001
48867;2;06/02/1986
48868;2;15/12/1994
48869;2;21/10/1984
48870;2;15/02/1984
48871;1;06/09/1994
48872;1;13/09/1996
48873;1;10/04/1996
48874;1;07/03/1986
48875;1;12/07/1998
48876;2;03/09/1984
48877;2;19/11/1988
48878;2;17/05/1995
48879;2;11/02/2002
48880;1;14/11/1980
48881;2;16/07/1986
48882;1;07/09/1981
48883;1;06/02/1989
48884;1;05/01/1994
48885;2;06/09/1995
48886;1;20/11/1988
48887;1;14/08/1991
48888;2;28/01/1991
48889;2;23/06/1992
48890;2;27/12/1996
48891;2;29/04/1995
48892;2;01/01/2000
48893;2;09/07/1995
48894;1;19/08/1982
48895;1;21/07/2000
48896;1;02/10/1981
48897;2;11/12/1981
48898;2;18/12/1999
48899;1;18/11/1987
48900;1;17/11/1995
48901;2;08/10/1992
48902;2;18/03/2000
48903;2;21/07/1994
48904;2;09/06/2002
48905;2;18/02/1998
48906;1;02/07/1995
48907;1;26/05/1992
48908;1;05/08/1982
48909;1;04/02/1997
48910;2;06/07/1998
48911;1;16/12/1986
48912;2;24/05/1991
48913;2;19/04/1984
48914;2;24/03/1990
48915;1;04/06/1983
48916;2;09/08/1983
48917;1;26/08/1994
48918;2;25/09/2001
48919;1;17/11/1999
48920;2;28/09/1999
48921;1;13/10/1988
48922;2;23/06/1993
48923;1;03/04/2000
48924;1;01/08/1991
48925;2;20/01/1984
48926;1;24/01/1981
48927;2;14/04/1995
48928;2;23/12/1992
48929;2;31/01/1991
48930;1;16/11/1997
48931;1;24/12/2002
48932;2;01/03/1982
48933;1;22/03/1989
48934;1;25/07/1993
48935;1;12/12/1992
48936;2;04/07/1984
48937;1;13/05/1990
48938;2;12/10/1984
48939;1;23/11/1994
48940;1;20/07/1998
48941;1;05/09/1985
48942;1;04/09/1980
48943;2;19/04/1994
48944;2;24/05/1991
48945;1;31/12/1995
48946;1;27/07/1985
48947;2;20/07/2002
48948;2;01/12/1981
48949;1;10/01/1992
48950;1;26/12/1983
48951;1;11/02/2000
48952;1;06/12/1990
48953;2;28/11/1982
48954;2;11/12/1985
48955;2;31/12/1980
48956;2;10/02/2000
48957;2;23/10/1992
48958;2;30/09/2000
48959;1;21/08/1989
48960;1;04/12/1983
48961;1;04/05/1982
48962;2;11/03/1980
48963;1;24/06/1987
48964;1;31/03/1991
48965;2;04/09/1988
48966;1;07/09/1985
48967;1;23/12/1992
48968;2;25/06/1982
48969;2;22/01/1989
48970;2;13/08/1983
48971;2;18/02/1980
48972;1;29/11/1982
48973;2;29/11/1981
48974;1;01/12/1987
48975;1;31/10/1980
48976;1;03/12/1987
48977;1;24/11/1995
48978;2;02/07/1992
48979;1;22/02/1983
48980;1;18/09/1994
48981;1;16/02/1983
48982;2;28/02/1999
48983;2;21/05/1997
48984;2;23/07/1985
48985;1;28/10/1991
48986;2;10/06/1998
48987;2;11/09/1983
48988;1;20/05/2002
48989;2;09/11/1988
48990;1;27/10/1992
48991;2;08/11/1988
48992;2;02/06/1987
48993;1;21/12/1986
48994;2;18/07/2000
48995;2;20/11/1995
48996;1;04/12/1995
48997;1;03/01/1981
48998;1;21/12/2001
48999;2;15/10/2000
49000;2;04/07/1993
49001;1;23/08/1998
49002;1;01/03/2001
49003;2;26/03/1987
49004;2;25/01/1985
49005;2;12/08/1986
49006;1;10/04/1996
49007;1;14/03/1989
49008;1;16/11/1980
49009;1;26/04/1987
49010;2;10/09/1983
49011;1;22/06/1983
49012;2;14/05/1982
49013;1;06/01/1986
49014;1;13/08/1992
49015;2;07/10/2000
49016;1;04/11/1985
49017;2;23/02/1990
49018;2;22/08/1991
49019;1;20/10/1984
49020;2;17/03/1986
49021;2;08/08/1989
49022;1;25/04/1987
49023;1;14/01/1987
49024;1;24/12/1983
49025;1;23/07/1991
49026;1;04/03/1982
49027;2;06/08/1993
49028;1;02/07/1989
49029;1;28/04/1998
49030;1;15/10/1994
49031;1;06/07/1996
49032;1;09/05/2002
49033;1;10/08/2002
49034;2;21/12/1990
49035;2;10/07/1987
49036;1;17/09/1987
49037;2;27/04/1985
49038;2;28/02/1988
49039;2;25/01/2000
49040;1;09/03/2000
49041;1;11/09/1984
49042;1;07/06/1998
49043;1;19/12/1991
49044;2;14/12/1994
49045;2;29/06/1997
49046;1;14/01/1980
49047;1;22/02/1986
49048;1;10/01/2000
49049;1;05/11/1994
49050;1;27/09/1992
49051;2;14/01/2002
49052;2;19/04/2001
49053;2;02/08/1990
49054;2;22/03/1981
49055;1;16/11/1984
49056;2;13/03/2002
49057;2;13/12/1992
49058;1;06/02/1988
49059;2;01/05/1980
49060;2;18/04/1999
49061;2;12/10/1996
49062;1;30/03/2002
49063;2;25/07/2001
49064;2;14/05/1990
49065;2;17/02/1989
49066;1;04/03/1998
49067;1;28/07/1995
49068;2;09/06/1992
49069;2;19/02/1999
49070;1;02/10/1985
49071;1;15/09/1991
49072;1;27/01/2000
49073;2;28/02/1985
49074;2;18/07/1987
49075;2;27/11/2001
49076;1;02/04/1994
49077;2;01/10/2001
49078;2;06/11/1981
49079;1;17/12/1990
49080;1;24/11/1991
49081;1;11/12/1991
49082;2;08/04/1996
49083;1;06/02/1991
49084;2;22/05/1981
49085;2;16/05/1980
49086;1;27/09/1985
49087;1;22/10/1988
49088;2;04/04/1989
49089;1;12/07/1984
49090;1;13/05/1982
49091;1;27/12/1981
49092;1;18/11/1987
49093;2;11/03/2001
49094;2;13/11/1984
49095;1;18/09/1983
49096;1;05/10/2001
49097;1;13/11/1999
49098;1;30/06/1993
49099;2;28/12/1991
49100;2;05/04/1989
49101;2;27/10/1986
49102;2;17/04/1987
49103;1;27/08/1982
49104;2;24/04/1984
49105;1;24/06/1996
49106;1;27/02/1986
49107;1;30/06/1995
49108;2;17/08/1984
49109;1;07/11/1996
49110;1;31/12/1992
49111;1;28/08/1990
49112;2;29/12/2002
49113;2;08/05/2002
49114;1;30/08/1991
49115;1;27/04/1990
49116;1;19/02/1984
49117;1;05/06/1985
49118;2;02/02/2001
49119;1;26/06/1991
49120;2;05/08/1999
49121;1;01/11/1986
49122;1;21/01/1996
49123;1;27/01/2002
49124;1;12/07/1994
49125;1;21/04/1992
49126;1;15/08/1985
49127;2;17/07/1985
49128;1;17/01/1998
49129;2;28/03/1996
49130;2;07/03/1982
49131;2;12/08/1995
49132;1;28/06/1994
49133;2;27/06/1988
49134;1;03/10/1995
49135;1;12/06/1991
49136;2;15/05/1987
49137;1;25/05/1988
49138;1;24/04/1993
49139;2;02/06/1992
49140;1;21/05/1990
49141;2;30/11/1983
49142;1;10/05/2001
49143;2;17/12/1981
49144;2;26/04/1980
49145;2;14/06/1987
49146;2;02/06/1992
49147;2;18/06/1984
49148;2;08/06/1985
49149;2;27/05/1989
49150;1;19/04/1980
49151;1;18/10/1994
49152;2;03/11/1995
49153;2;12/05/1988
49154;1;29/04/1995
49155;1;10/08/1994
49156;2;01/04/1984
49157;2;09/06/1984
49158;1;19/10/1991
49159;1;24/10/2002
49160;1;19/11/1995
49161;2;24/04/1982
49162;1;13/01/1982
49163;2;18/09/1999
49164;2;07/05/1987
49165;2;01/04/1986
49166;1;21/11/1990
49167;1;28/04/1984
49168;1;28/12/2002
49169;1;08/10/1984
49170;2;20/09/1995
49171;2;04/01/2000
49172;1;10/05/1984
49173;1;10/03/2000
49174;2;25/07/1998
49175;2;31/10/1989
49176;1;27/03/1994
49177;2;03/10/1982
49178;1;08/11/1997
49179;2;06/12/1994
49180;2;26/05/1982
49181;2;26/10/1998
49182;2;12/05/1986
49183;2;02/06/1995
49184;1;10/04/1986
49185;1;17/11/1984
49186;1;03/10/1996
49187;2;26/10/1987
49188;2;30/06/1981
49189;2;21/05/2000
49190;1;11/10/1997
49191;1;16/07/1999
49192;1;06/11/2000
49193;2;17/10/1980
49194;2;03/03/1997
49195;1;03/01/1989
49196;1;03/07/2000
49197;1;04/08/1985
49198;2;03/02/2000
49199;2;05/12/1981
49200;2;24/04/1999
49201;1;10/09/2001
49202;1;15/03/1997
49203;1;23/10/1986
49204;2;05/07/1999
49205;1;27/06/1982
49206;2;02/04/1983
49207;2;02/01/1982
49208;2;02/04/1987
49209;2;23/11/1990
49210;2;16/07/1986
49211;2;03/10/1990
49212;2;06/10/1987
49213;1;06/01/1986
49214;2;27/09/1990
49215;2;12/07/1993
49216;1;13/01/1992
49217;2;14/10/1990
49218;2;20/11/1999
49219;1;24/09/1983
49220;2;01/11/1984
49221;2;15/11/1985
49222;2;12/01/1999
49223;1;20/08/1985
49224;2;17/07/1990
49225;1;17/05/1980
49226;2;18/10/1985
49227;1;22/04/1989
49228;2;14/12/1993
49229;2;02/09/1997
49230;2;16/06/1989
49231;1;16/06/1998
49232;2;28/05/1983
49233;1;23/09/1987
49234;2;21/01/1995
49235;2;12/11/1980
49236;1;23/07/1985
49237;2;09/10/1983
49238;1;05/09/1992
49239;2;24/06/1980
49240;1;17/12/1990
49241;2;17/07/2001
49242;1;13/03/1986
49243;2;14/03/1989
49244;2;23/08/1998
49245;1;27/06/1998
49246;1;20/05/1989
49247;1;30/05/1988
49248;2;07/03/1991
49249;2;06/05/1988
49250;1;15/05/1991
49251;1;11/12/1994
49252;2;09/11/1981
49253;2;08/11/1994
49254;2;06/03/1994
49255;1;08/03/1980
49256;2;18/07/2002
49257;1;22/03/2002
49258;2;12/03/1991
49259;2;11/08/2000
49260;2;13/02/1986
49261;2;16/09/1994
49262;2;14/06/2001
49263;2;20/02/1983
49264;2;12/10/2000
49265;2;14/12/1986
49266;1;30/11/1987
49267;1;18/12/1996
49268;2;24/10/1995
49269;2;25/11/1997
49270;1;14/10/1995
49271;1;23/06/1994
49272;2;17/05/1995
49273;2;26/03/1994
49274;1;12/10/1981
49275;2;17/07/1983
49276;1;09/07/1982
49277;2;14/02/1986
49278;2;02/06/1989
49279;2;15/02/1981
49280;1;30/08/1985
49281;1;06/07/1990
49282;1;19/04/2001
49283;1;03/06/1986
49284;1;19/02/1984
49285;2;07/12/1998
49286;2;14/04/1988
49287;1;18/03/1983
49288;2;04/01/1994
49289;1;11/05/1986
49290;2;28/05/1993
49291;1;01/11/2002
49292;1;22/03/1981
49293;2;24/02/1995
49294;2;12/01/2001
49295;2;15/03/1980
49296;1;05/10/1980
49297;1;26/11/1986
49298;1;10/02/1997
49299;1;18/08/1985
49300;2;03/08/1989
49301;1;22/06/1991
49302;1;02/10/1996
49303;2;06/08/1996
49304;1;03/07/1999
49305;2;10/07/2001
49306;2;27/10/1990
49307;2;06/03/1989
49308;1;26/06/1980
49309;1;06/06/1998
49310;2;02/10/1986
49311;2;14/04/2002
49312;1;30/12/1986
49313;1;28/01/1994
49314;2;01/05/1985
49315;2;21/05/2000
49316;1;31/01/1985
49317;2;03/07/1998
49318;1;19/09/1987
49319;1;26/10/1988
49320;2;23/12/1991
49321;1;08/11/1993
49322;2;20/04/1994
49323;2;27/08/1987
49324;2;05/04/1985
49325;2;10/07/1986
49326;1;12/03/1983
49327;1;28/01/1986
49328;2;15/12/1995
49329;2;02/07/1990
49330;2;10/02/1990
49331;2;01/04/1989
49332;2;06/12/1984
49333;1;22/10/1986
49334;1;02/07/1995
49335;1;26/01/1994
49336;1;07/06/1984
49337;1;01/11/1995
49338;2;19/05/1995
49339;1;16/04/1997
49340;1;02/01/1988
49341;1;23/02/1997
49342;2;02/04/1986
49343;1;21/03/1983
49344;1;19/02/1995
49345;2;19/01/1995
49346;1;30/11/1999
49347;2;14/04/1998
49348;2;21/06/1997
49349;2;26/09/1991
49350;1;30/04/1980
49351;1;11/05/1983
49352;2;07/05/2001
49353;2;22/09/1998
49354;2;03/04/1998
49355;2;10/06/1988
49356;1;19/07/1991
49357;1;15/06/1993
49358;1;26/07/2001
49359;2;03/01/2000
49360;1;28/09/1989
49361;2;05/04/1996
49362;2;06/02/1980
49363;1;27/03/1980
49364;1;10/05/1995
49365;2;29/10/2002
49366;2;20/01/1998
49367;1;28/02/1994
49368;2;24/03/1981
49369;1;26/11/1996
49370;2;12/10/2000
49371;1;19/11/1994
49372;1;25/04/1986
49373;2;22/04/2001
49374;1;23/01/1992
49375;1;05/07/1994
49376;2;24/06/1982
49377;1;02/12/1998
49378;1;05/03/1999
49379;2;31/07/1992
49380;1;27/03/1993
49381;2;25/09/2000
49382;2;19/07/1987
49383;1;18/08/1989
49384;1;05/10/1997
49385;1;28/10/2001
49386;2;21/01/1996
49387;2;22/07/1986
49388;1;02/09/1999
49389;1;09/08/2001
49390;2;28/10/1999
49391;1;05/09/1983
49392;2;15/11/2000
49393;1;14/07/1991
49394;2;23/11/1983
49395;1;01/11/1992
49396;2;13/12/1993
49397;2;24/04/1983
49398;2;15/08/1989
49399;1;10/07/1999
49400;2;28/02/1985
49401;2;06/05/2002
49402;1;08/09/1993
49403;2;26/11/1987
49404;2;02/07/1985
49405;2;15/06/1995
49406;1;10/09/1995
49407;2;12/02/1990
49408;2;19/05/1989
49409;1;19/06/1990
49410;1;03/08/1984
49411;1;09/05/1994
49412;2;11/04/1993
49413;2;07/01/1984
49414;1;26/11/2002
49415;2;05/09/1991
49416;2;19/10/2002
49417;2;22/10/1999
49418;1;16/05/1993
49419;1;16/06/1988
49420;2;03/12/1987
49421;2;07/08/1995
49422;2;03/09/1998
49423;2;10/07/1988
49424;1;13/11/1991
49425;2;11/12/1983
49426;2;25/08/1991
49427;2;13/12/1982
49428;2;02/03/1990
49429;1;12/10/1981
49430;2;17/01/2002
49431;2;09/09/1997
49432;1;27/02/1981
49433;1;04/09/1997
49434;1;15/12/1988
49435;2;20/11/1988
49436;2;27/03/1995
49437;2;17/10/1988
49438;2;20/12/2002
49439;2;03/05/2002
49440;2;26/02/1993
49441;2;10/11/1992
49442;2;28/12/1999
49443;1;12/05/1992
49444;1;25/10/1983
49445;2;16/05/1981
49446;2;08/10/1989
49447;2;26/07/1992
49448;1;28/12/1997
49449;1;15/09/1988
49450;1;02/02/1988
49451;1;18/09/2000
49452;1;29/05/1985
49453;1;27/04/1997
49454;1;13/01/1985
49455;2;29/08/1993
49456;1;23/10/2001
49457;1;25/09/1991
49458;2;14/04/1987
49459;1;26/04/1999
49460;2;20/10/1995
49461;2;06/03/1981
49462;1;02/02/1982
49463;1;12/12/2002
49464;1;05/09/1999
49465;2;11/11/1981
49466;2;08/10/1997
49467;1;30/12/1995
49468;1;12/05/1999
49469;1;26/10/2000
49470;1;16/05/1993
49471;2;15/11/1987
49472;2;10/12/1998
49473;2;28/11/2000
49474;1;20/01/1981
49475;1;03/10/1997
49476;2;17/01/1998
49477;2;13/01/1987
49478;1;18/03/1985
49479;1;28/08/1999
49480;2;28/05/2001
49481;2;09/05/1988
49482;2;27/02/1997
49483;2;11/06/2001
49484;2;04/06/1993
49485;1;03/12/1987
49486;1;16/11/1997
49487;2;07/02/1990
49488;1;17/10/1980
49489;1;08/04/1985
49490;1;25/10/1988
49491;1;20/08/1990
49492;1;04/08/2001
49493;1;23/07/1985
49494;2;30/06/1989
49495;1;18/07/1992
49496;1;11/01/1995
49497;2;25/11/1993
49498;2;26/10/1980
49499;1;31/10/1999
49500;1;10/04/1994
49501;1;10/11/1999
49502;1;29/06/2000
49503;1;22/07/1983
49504;2;12/02/1997
49505;1;12/08/1980
49506;2;26/08/1983
49507;2;15/05/1988
49508;2;06/02/1996
49509;1;06/10/1992
49510;1;05/10/1984
49511;2;21/07/1999
49512;1;15/01/1988
49513;1;08/12/1986
49514;1;11/02/1996
49515;1;17/04/1983
49516;1;23/03/1995
49517;2;16/05/1989
49518;1;20/10/1980
49519;1;26/02/1980
49520;1;06/01/1985
49521;2;13/01/1983
49522;1;21/01/1985
49523;2;10/02/1983
49524;1;15/09/1991
49525;1;16/05/2002
49526;2;17/09/1985
49527;2;18/08/1993
49528;2;08/09/1987
49529;2;10/01/2000
49530;2;27/07/1995
49531;2;01/03/1988
49532;2;12/05/1997
49533;1;02/06/1991
49534;1;19/04/1982
49535;1;14/12/1994
49536;2;16/09/1991
49537;1;10/11/1987
49538;1;08/03/1982
49539;2;13/10/1998
49540;2;03/07/1998
49541;1;23/06/1999
49542;1;05/10/1999
49543;1;09/02/1999
49544;2;21/12/1990
49545;1;11/07/1999
49546;1;12/09/1983
49547;2;10/04/1980
49548;2;25/02/1991
49549;2;06/08/1996
49550;1;17/02/1986
49551;2;17/10/1999
49552;1;21/12/2001
49553;1;25/04/1992
49554;1;27/05/1988
49555;1;15/10/1995
49556;1;17/06/1982
49557;2;02/12/1993
49558;1;27/12/2000
49559;1;05/12/1990
49560;1;25/04/1985
49561;2;27/11/1982
49562;2;11/12/1991
49563;2;04/06/1992
49564;1;20/08/1983
49565;2;04/11/1990
49566;2;23/06/1997
49567;2;03/02/1996
49568;2;11/05/1984
49569;2;17/05/1980
49570;1;11/12/1992
49571;2;21/09/1992
49572;2;02/02/1995
49573;1;31/10/1995
49574;1;28/05/1990
49575;2;29/06/1983
49576;2;06/03/1994
49577;2;14/12/1983
49578;2;23/08/1980
49579;1;30/10/1994
49580;1;05/02/1986
49581;2;31/12/1998
49582;2;25/07/1981
49583;1;10/12/1998
49584;2;06/04/2001
49585;1;19/08/1992
49586;2;18/01/1985
49587;2;24/10/2002
49588;1;29/11/1982
49589;2;22/04/2001
49590;1;13/08/1994
49591;2;23/08/1995
49592;1;07/11/1996
49593;2;08/03/1997
49594;2;22/01/1983
49595;2;13/06/1997
49596;1;06/06/1986
49597;1;14/01/1988
49598;2;08/10/1987
49599;2;29/09/1986
49600;2;11/10/2001
49601;2;22/07/1993
49602;2;21/02/1997
49603;1;27/10/2000
49604;1;25/09/1980
49605;2;19/09/1981
49606;2;24/12/1980
49607;1;28/11/1980
49608;1;17/10/1990
49609;2;09/10/1997
49610;1;11/10/1989
49611;1;12/01/1993
49612;1;07/11/1991
49613;1;17/06/1987
49614;2;19/06/1986
49615;1;04/01/1999
49616;1;20/09/1980
49617;2;13/01/1993
49618;2;10/06/1989
49619;2;17/12/1996
49620;2;06/04/1982
49621;1;30/03/2000
49622;2;10/05/2002
49623;2;23/11/1991
49624;2;22/05/1989
49625;2;31/01/1981
49626;2;31/12/2002
49627;1;02/05/1983
49628;1;09/07/1980
49629;1;18/11/1998
49630;1;29/07/1987
49631;1;01/03/1986
49632;2;12/08/1985
49633;2;24/06/2001
49634;2;11/03/2000
49635;2;23/04/1982
49636;2;25/10/2000
49637;1;10/03/1999
49638;2;24/07/1995
49639;2;06/02/1989
49640;2;31/08/1990
49641;1;27/05/2002
49642;1;24/09/1988
49643;2;19/03/1986
49644;1;11/03/1998
49645;1;05/01/1986
49646;1;24/12/1986
49647;1;11/02/1982
49648;1;29/12/1981
49649;1;15/07/2002
49650;1;06/10/1995
49651;1;21/03/1993
49652;2;09/08/1992
49653;2;04/07/1993
49654;1;30/05/1980
49655;1;27/04/1991
49656;2;27/10/1994
49657;1;08/01/1982
49658;1;29/01/1986
49659;1;31/08/1982
49660;1;12/05/1991
49661;2;30/07/1989
49662;1;04/01/1989
49663;1;21/10/1980
49664;1;30/10/1989
49665;2;01/03/1990
49666;2;16/08/1988
49667;2;29/09/1990
49668;2;07/06/1983
49669;2;07/04/1989
49670;1;23/11/1989
49671;2;18/05/1986
49672;1;11/01/1999
49673;1;14/08/2002
49674;1;11/04/1994
49675;2;11/08/1994
49676;1;17/08/1983
49677;1;09/12/1995
49678;1;23/10/1999
49679;2;17/11/1981
49680;1;14/11/1980
49681;2;28/09/1993
49682;1;12/03/1980
49683;2;15/10/2001
49684;2;30/11/1984
49685;1;21/09/1980
49686;1;01/11/1998
49687;1;23/09/1994
49688;2;08/02/1998
49689;2;06/07/1982
49690;1;17/10/1991
49691;1;22/06/1985
49692;2;22/12/2001
49693;2;24/01/2000
49694;2;25/06/1981
49695;2;03/06/1983
49696;1;14/10/2000
49697;1;18/01/1981
49698;1;20/12/1988
49699;1;26/08/1993
49700;1;22/04/1984
49701;2;28/01/1999
49702;1;14/05/1987
49703;2;25/08/1990
49704;2;11/09/1992
49705;1;26/05/1980
49706;2;08/10/1995
49707;2;17/10/1982
49708;2;10/12/1990
49709;1;08/02/1992
49710;2;13/05/1994
49711;2;22/11/1986
49712;2;12/09/1990
49713;2;17/04/1999
49714;1;03/06/1981
49715;1;24/01/1982
49716;2;08/09/1995
49717;1;29/02/1992
49718;1;04/07/1983
49719;2;14/10/1989
49720;2;28/03/1990
49721;2;20/12/1988
49722;1;04/11/1983
49723;2;23/04/1997
49724;1;16/02/1997
49725;2;05/07/1993
49726;2;29/07/2002
49727;1;21/10/1991
49728;1;19/02/2000
49729;1;15/08/1984
49730;1;17/03/1988
49731;2;17/05/1988
49732;2;29/11/1999
49733;2;08/11/1986
49734;1;05/12/1997
49735;1;30/04/1993
49736;2;16/10/1985
49737;2;06/11/2002
49738;2;21/04/2002
49739;1;18/07/1981
49740;2;27/02/1984
49741;1;29/11/1996
49742;2;01/01/1982
49743;2;15/07/2001
49744;2;26/10/1991
49745;1;27/09/1999
49746;1;10/10/1986
49747;2;09/10/1983
49748;2;24/02/1981
49749;1;16/01/1992
49750;1;03/04/2000
49751;1;07/03/2000
49752;1;03/02/1986
49753;1;26/05/1999
49754;2;22/12/1992
49755;1;18/12/1994
49756;1;07/04/1980
49757;1;28/06/1999
49758;2;26/05/1992
49759;1;25/05/1997
49760;2;28/02/1988
49761;1;04/05/1984
49762;2;28/08/2000
49763;1;10/06/1983
49764;2;04/10/1998
49765;1;17/06/1981
49766;1;29/09/1997
49767;1;19/04/1994
49768;2;24/10/1984
49769;2;01/04/1992
49770;1;03/10/1985
49771;2;19/09/2001
49772;1;27/02/1998
49773;1;11/04/1997
49774;2;03/06/2001
49775;1;25/10/1999
49776;2;24/10/1989
49777;1;28/08/1994
49778;1;25/01/1997
49779;2;29/08/1982
49780;1;26/01/1987
49781;2;11/06/1993
49782;1;09/10/1986
49783;2;08/11/2002
49784;2;20/12/1986
49785;2;26/05/1994
49786;2;05/11/2001
49787;1;11/03/1989
49788;1;06/06/1999
49789;1;25/02/1984
49790;2;20/12/1995
49791;2;15/03/1991
49792;1;20/09/2002
49793;1;09/12/1987
49794;2;21/05/1981
49795;2;28/01/1986
49796;2;25/03/2000
49797;1;10/02/1981
49798;2;31/01/1996
49799;2;14/06/2000
49800;2;05/04/1991
49801;2;14/11/1995
49802;1;26/01/1987
49803;2;19/07/1985
49804;2;07/10/1986
49805;1;19/04/1997
49806;2;30/07/2002
49807;2;24/06/2001
49808;2;13/08/1991
49809;2;06/08/1986
49810;1;21/03/1989
49811;2;09/11/1983
49812;1;30/06/1986
49813;2;17/07/1992
49814;2;19/07/1983
49815;1;20/12/1984
49816;1;02/11/1980
49817;2;26/08/1985
49818;2;17/09/1983
49819;1;11/07/1981
49820;1;08/11/1988
49821;1;04/01/1993
49822;1;30/05/1991
49823;2;02/09/1992
49824;1;09/04/1990
49825;2;31/12/2001
49826;1;01/02/2001
49827;2;31/08/1982
49828;2;24/03/1980
49829;2;04/04/1990
49830;2;12/03/1996
49831;2;09/03/1981
49832;1;22/01/1992
49833;2;04/07/1983
49834;2;03/08/2002
49835;1;14/05/1988
49836;1;28/02/1985
49837;1;15/01/1989
49838;2;09/09/1981
49839;2;11/08/1982
49840;2;20/01/1986
49841;2;01/06/1989
49842;2;15/04/1988
49843;2;23/09/1985
49844;2;25/08/2002
49845;2;06/08/1991
49846;1;14/11/1985
49847;1;19/03/1981
49848;1;17/07/1985
49849;2;24/01/1994
49850;2;07/07/1982
49851;2;28/03/1991
49852;1;03/10/1990
49853;2;04/06/1985
49854;2;17/12/2001
49855;1;25/11/1993
49856;2;07/06/1990
49857;1;07/06/1989
49858;2;06/09/1996
49859;1;15/11/2001
49860;2;28/07/1996
49861;1;08/11/1996
49862;1;14/01/1989
49863;1;05/04/1990
49864;2;24/11/1999
49865;2;25/01/1991
49866;1;14/03/1988
49867;2;28/07/1999
49868;1;08/08/2002
49869;2;26/06/1988
49870;1;21/06/2000
49871;1;06/05/1995
49872;1;25/03/1989
49873;2;04/07/2000
49874;2;20/04/2000
49875;2;28/09/1999
49876;2;17/05/1993
49877;1;15/12/1994
49878;1;25/07/1991
49879;1;10/12/1989
49880;2;09/06/1997
49881;1;15/06/1985
49882;1;03/04/2002
49883;2;07/10/1982
49884;2;25/10/1985
49885;2;31/01/1991
49886;2;13/06/1999
49887;2;11/12/1983
49888;1;13/01/2002
49889;1;07/06/1990
49890;1;12/02/1994
49891;1;02/07/1987
49892;1;15/06/1983
49893;1;18/12/1991
49894;1;28/01/2002
49895;2;03/03/2002
49896;2;04/05/1991
49897;1;31/10/1986
49898;1;17/12/1990
49899;1;03/11/1996
49900;2;13/03/1999
49901;2;01/03/1994
49902;2;18/03/1985
49903;1;01/08/1990
49904;2;12/05/1983
49905;2;18/02/1984
49906;2;03/07/1999
